Y,E1,E2,E3,E4,E5,E6,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25
5073636688,1133.880406,856.7975714,270.4551896,1316.599358,1061.790876,61.1643804,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0
7027720461,1160.463455,404.882957,516.596019,1734.363997,876.484833,1436.283614,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1
2370802081,1533.219464,-13.57829264,930.8902712,331.1913493,1863.340134,1294.314724,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0
8510617933,715.7743892,645.3238057,307.1088993,751.1941645,834.8824581,1111.631459,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1
9063433630,996.1733942,1053.560147,1661.258973,1286.75593,1614.515284,859.8315226,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1
-4495728491,-425.6709674,1550.640085,450.4808265,846.4590122,1096.840304,403.5477113,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1
1487483894,723.3712463,1663.490815,502.3189477,751.7194203,1796.637811,647.1406419,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0
-4224913678,1188.410651,-350.1582135,506.449378,300.8844779,1315.273904,1021.460918,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,1
14213094962,1132.225791,863.7482093,1017.230761,1000.927242,1270.124541,913.8067656,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
-10263292910,225.2536619,1174.229633,-584.345297,1864.746488,1008.658208,2634.076841,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0
10087624526,1884.816788,1046.381969,1497.940946,713.6316942,706.6912323,1318.190386,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,1
23592552587,-476.2263685,369.0466541,392.8534147,1076.108046,1008.478621,1183.252014,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0
8372493011,31.54599835,921.2090757,465.5742346,-93.23026131,1431.038565,796.9626878,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1
5225924689,981.6901448,717.4428957,679.2538227,795.2284401,726.9560951,1008.324596,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
26191998027,927.6213503,119.7837609,1145.652144,-264.9125925,-78.27645221,358.5654685,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,NA,1,0,0,1,1,1,1,0
7586690351,260.8530887,1144.213993,603.3350176,570.5839737,1217.414599,475.6574018,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1
12426591782,1471.978825,678.4268052,1598.115782,207.3211237,1696.829947,-343.8209256,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1
13827690419,553.1451779,1474.97584,649.8265837,1354.005419,681.3738034,779.8605726,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0
27557130419,990.4698836,1522.026241,645.1937361,945.1153983,1139.276611,804.0425969,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0
-10835263319,244.2983105,403.7592362,-134.5646499,722.6297271,NA,568.1342056,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
11045847476,1042.59331,544.4188206,400.8267839,2057.262791,1914.311806,1441.046851,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0
18354657284,1558.434772,NA,1192.289678,-78.79952599,493.8425595,-99.31845186,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0
13525492360,358.7206096,1269.934918,1664.600241,1032.338162,-42.60127362,278.3963304,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1
13676580524,-1079.728655,790.8093806,475.3971284,903.4559303,371.7907171,647.2372509,1,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,0
-7213384260,660.8933664,555.5168208,827.6516122,515.0545646,602.2795922,661.3464692,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0
3758841370,-67.91344992,-101.2040414,791.0832928,520.5225845,1185.654989,NA,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1
15808923763,2311.026143,455.0899636,-269.428104,112.8367889,1160.810517,-605.5149989,0,0,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1
9530834922,-29.92260576,1346.498759,308.5449873,505.8837743,1116.77754,584.9495802,1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,NA,0,0,1,0,0,1,1,0
5322192484,1872.29048,1263.8177,1239.105569,-178.8796101,795.5391712,895.2420436,1,1,1,0,1,0,0,0,1,0,0,NA,1,0,0,0,0,0,1,0,1,0,0,0,0
2964930600,-67.11668374,74.59204494,-66.42098179,437.6619779,1400.222637,1110.791359,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1
13379453313,560.6321588,942.1125446,795.8110259,1025.488837,715.0803587,1164.821943,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1
-509752652.9,458.3595046,869.865175,883.7206794,610.6024341,552.0508228,384.3051048,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0
14336151966,1761.141129,611.547159,706.7588348,1276.890347,1443.63109,574.9664776,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0
-10512693033,1288.952327,455.2441465,607.7611068,411.8624157,1226.921815,905.0902064,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0
-9963937747,1639.068284,-87.88386614,301.9729097,2151.180591,488.5459273,375.8101385,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1
8351924048,657.0288999,798.3074507,1520.148166,550.4692184,1172.5572,2170.736169,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,NA,1,0,1,0,1,0,0,1
14215410227,-35.43537881,967.1924963,1170.808883,737.2470461,2501.661651,611.2221854,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,0
8324757666,1430.897742,342.9417585,777.0881245,-68.37769467,121.8286621,-54.79436875,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0
-13481564304,123.9994738,420.8546681,-211.8149812,1938.79683,NA,121.5107408,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
2157625969,2303.590769,-348.8715765,1687.808311,188.4300247,1136.623556,1272.013592,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1
-2927912845,983.5921534,369.1179145,1200.841039,820.1899514,336.5693868,992.4878929,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0
13645932281,1675.350586,1129.810816,1770.583281,68.80399075,1908.264051,256.4291509,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1
-5483806296,2138.220103,843.8538434,31.8567409,1045.794234,48.74832334,598.5819422,0,0,0,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
8488241012,1632.97876,1615.664415,720.6957977,1415.242913,-537.8853189,1209.721051,NA,0,0,NA,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1
12113217597,594.6474491,1678.411438,1512.782579,720.1952123,625.2275967,-232.3797472,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,NA
-5314337995,419.4026066,183.6815954,1403.27702,1284.23422,1012.099304,1667.112031,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0
17320741797,1275.492928,525.4660559,315.5116192,469.1698218,2225.023474,908.4299536,0,0,1,0,0,1,1,1,0,1,NA,0,0,0,0,1,0,0,0,1,0,0,0,0,1
-15023615121,126.4038619,1017.638569,1351.740776,614.3362676,13.27624333,1754.767791,0,1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,0
9708179579,616.6691908,1374.25112,1298.402289,515.8422563,-35.51248118,-496.9118018,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1
-13551837041,247.097207,123.865208,814.0731024,1559.296801,574.9715419,852.2797489,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0
-7799162372,1041.555015,515.6860067,910.7029245,628.3875023,1333.398102,190.3757196,0,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1
-5945450253,915.0821224,62.42691608,233.2597953,435.5545966,1702.579158,26.3441067,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0
10196326539,665.133808,742.5636849,1127.468151,603.4764197,413.4884027,138.9314373,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1
14868856064,455.4753703,944.1164605,876.2724181,1586.772094,527.186774,680.6924306,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1
694788409.3,723.0505678,1522.358963,1411.525119,930.4486108,838.777569,366.8663918,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
-1243147059,1328.249652,1737.711253,1285.156911,1039.535653,955.6210785,-759.2425378,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1
-10958317932,74.22239207,1100.855226,1008.62661,393.3232895,1236.809475,-41.23230523,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0
-3284923073,1283.697109,1771.376439,494.8379829,429.2941833,839.7819114,1393.366582,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0
-9742647147,1141.230562,452.8194202,954.9448439,1199.338857,1885.418851,891.4598165,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1
18817590983,-394.1445353,1245.123435,841.6057586,1447.096813,732.5074901,-462.5870138,1,0,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1
-7137981910,825.565564,1012.092254,-184.0397961,425.2560177,397.9958372,-450.52014,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1
-13929766995,-243.3347788,2146.713851,-146.1964282,364.4830171,1784.923636,-775.139983,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0
-1443559296,434.5215185,-40.44999839,NA,318.01463,1455.110425,1828.435827,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
3424851022,-198.4604273,-565.097456,279.8974617,1426.806683,1548.852693,709.5140116,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1
15698762111,807.6050367,1366.241118,853.3453678,845.4343,1462.965759,732.6637938,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,NA,0,0,1,1
1809613247,-192.9761281,963.2858184,NA,845.7647651,1883.991897,174.9811457,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0
9922221699,1152.697835,815.3790854,-29.46792952,494.4302601,1939.341263,501.4847443,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0
-67796013.87,624.6211999,983.4109466,567.3797779,790.1963099,-215.0962628,-176.2128865,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0
29178180213,207.3854281,502.6268339,1057.147903,698.8568698,1075.084367,416.5984273,1,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,0
6570193249,288.2253307,479.858027,1416.897678,1314.753895,2273.547029,704.6883834,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0
12280739323,1044.852814,1535.811156,1105.493156,1706.664923,29.0889705,1790.273312,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
8492432604,1433.913844,1750.785977,1290.717753,177.8849687,782.2488283,1500.423351,0,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0
13120949789,-1173.449754,1458.985644,1328.014066,2437.733554,865.7866759,950.2470746,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0
26170121539,548.7913824,914.1044799,2033.619982,-355.7151517,2177.37397,790.8366236,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1
8801993452,1796.450931,24.2521348,187.0817025,-260.7217533,1528.147834,1888.925155,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1
22023004323,913.7661952,267.9871844,1121.175615,681.5803768,1654.682282,-519.0307612,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0
-7534015782,880.2547911,1351.14169,118.4904635,336.7694854,619.4455808,302.01479,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1
9296424607,1138.290217,1155.725632,643.6504954,546.3404538,984.0572792,1040.599874,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,NA
10805360950,1482.066829,318.1767036,586.0247182,866.7197895,1579.04884,-59.54411794,1,NA,0,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0
16270708538,405.61348,443.8946299,630.3612644,655.3865087,1130.025963,395.2520323,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1
4700442443,1159.359698,1648.72705,1335.428824,340.3616706,2319.632914,750.8864046,1,0,1,0,0,1,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1
22288326136,1702.791882,28.36221642,488.2256728,1149.759621,638.1504321,746.4862712,1,1,NA,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
-1396779861,-141.7061579,1413.593287,-112.1707555,1688.995598,1065.716036,605.5005096,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1
1998407757,701.4088674,606.9771605,219.8100835,961.8067975,861.3062235,926.6113665,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,NA
-6230370990,1137.54952,813.4976035,910.1492039,1007.804848,968.6596189,1122.230975,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,NA,1,0,0,0,0,1,1,1
-526578695.5,387.3963219,321.9718224,1908.635331,3.506343916,1393.426091,396.5582874,0,0,1,NA,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,NA,1,0,1,0
1710810633,1504.589283,1027.790446,532.9694079,995.9945203,463.3466831,518.7135674,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,0,1
12576848080,1008.977439,735.0743979,NA,1432.59738,1643.379665,619.9243842,1,1,NA,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0
13655594621,596.1493382,1019.954267,1094.868076,683.9567837,-115.0484736,1223.065229,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0,1
12605355804,1065.255921,973.1194337,1784.527479,1002.919875,957.9431384,82.96347896,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,0,0
15655872576,523.4368898,1771.856928,928.7514772,952.3655619,1621.574381,413.99396,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1
5594317850,1351.928609,1095.573619,1166.635278,185.5583858,1074.28779,307.9835488,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0
6664768464,1263.861079,1340.195681,876.9128186,963.5356945,2715.073407,270.3220203,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0
22147510292,1219.951473,252.6817755,1352.760144,1029.355862,1846.579038,104.3907703,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,0,1
404971468.9,905.9342481,690.8077709,599.5218874,-49.57978649,496.3296024,-74.9588251,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
-1676680525,-440.440966,925.7779261,707.6874509,354.1353755,951.8982761,1695.259751,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1
16223342309,794.1916125,1081.137367,-445.399709,443.4602493,383.5822096,649.0829629,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,0,NA
199462643.6,1831.297148,16.80626127,544.7802786,813.6776306,-200.8790077,249.1720052,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0
861515831.5,-152.4939818,786.7864302,1135.529577,1867.25899,1723.592333,-173.679899,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,NA,0,0
-5839974597,-311.489225,612.824591,-699.8939319,861.2518891,1426.5363,592.0034646,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
-4297790543,233.2059664,582.8663392,370.1330816,1108.534228,1640.420866,899.5002097,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1
8182661484,1394.321305,180.9235395,1829.219934,856.6392051,620.2927587,NA,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1
4404715355,603.166874,NA,1082.289143,1316.540625,605.1301267,811.0500741,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1
16917240883,517.8144069,420.3311271,947.7159325,445.9735957,1275.352521,417.937455,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1
9680285703,-717.7721187,413.3450709,277.039493,910.0475314,1606.025684,1108.108256,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
20060713386,431.0135859,1424.878234,1509.328268,1668.089609,172.4016991,1253.401652,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0
-3461188845,474.3952229,929.7583684,741.2311348,917.8886881,635.9874324,649.3417651,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1
9444926508,986.2899346,130.1715115,1381.767332,499.2825973,1.292575607,2012.258094,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0
-6640462502,403.4867773,813.5873131,1050.826867,737.2577145,726.3967746,271.3583633,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
239565749.4,792.8399409,344.0270748,1085.152695,839.9117076,1320.847073,1453.534557,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0
7326382216,1632.351384,856.1869444,247.8697453,943.5103634,593.8612343,820.9905082,1,0,0,0,1,0,1,0,1,0,NA,0,0,0,1,0,0,0,0,0,1,1,1,0,1
12059354382,441.6699798,588.2084958,669.0084693,1663.448728,1184.091119,585.9750855,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
-3470518029,834.0194686,342.6504851,384.4274589,1199.800788,768.066904,1407.144324,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0
14598160058,1233.141289,2497.974013,1810.350557,-538.255203,-111.2579604,1629.863677,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
-9093655505,1200.972495,1461.765785,226.5577593,712.5108878,670.7535151,407.4133061,1,1,0,0,1,1,0,1,1,0,NA,0,0,1,1,0,1,1,1,1,0,0,1,1,1
4741059360,951.750724,1117.136812,568.8978844,1132.733603,511.6733156,1438.050496,1,0,0,NA,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1
11790631997,1400.294754,852.6882156,2123.599905,1217.337837,674.6362688,1163.716795,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0
4197103947,905.3283582,507.4224541,1331.404821,1256.875421,939.721967,1231.109921,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1
12410779567,1115.132328,-64.38480628,1374.631433,468.7914103,843.51227,1614.05219,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0
-2036655918,881.3863212,1395.64441,472.4176232,726.2062477,679.3629138,824.4956704,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1
5162726478,813.9357182,954.3139677,1245.063496,616.6386686,882.8795154,913.6878784,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
14110371476,1031.671,1672.067172,906.2611504,1382.666594,21.18959188,1818.870393,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0
-5876352996,57.95762231,2143.531954,1976.107391,605.9919392,689.1965532,-143.8371514,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1
24557143179,918.1315022,NA,1246.212774,1180.764861,561.0800505,479.7537708,0,0,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,1
10765239310,1295.424995,572.1828326,1422.995741,729.0106054,1685.741785,1252.141602,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
7920290749,1394.680549,-152.4172373,773.1577731,101.9868025,668.5672273,-307.3940781,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
29308981095,299.1768596,551.8809855,1336.873877,1175.032969,1650.435249,1189.844126,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1
9304384122,413.3417538,259.6334016,877.8728404,1186.482919,1586.639897,714.5368328,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1
21226417115,645.5498451,516.2341008,1100.723909,897.2606753,49.72849758,809.0875059,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0
19564919371,530.474357,638.1082701,-42.36378974,388.4154412,981.0551925,958.8028646,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0
11447141608,369.4480729,1882.213112,945.3365656,1251.204893,1087.872923,570.8820978,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1
4489352555,1280.701158,1599.440453,834.1986005,454.7345413,302.7069732,215.177187,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0
10191603829,1636.100181,1551.724258,1196.800217,1396.720688,303.2631675,896.2840047,0,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0
-6071957395,1187.88984,462.8146252,244.5417555,1667.482609,1357.733477,754.7450796,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0
40419552528,664.2215462,522.2478081,1350.788132,1418.393988,436.7204799,212.2201761,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,NA,0,1,1,0
8080661684,439.3261691,312.2378684,684.5777939,1195.450626,673.6376403,98.78859442,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0
11371507013,1667.111441,522.4836952,650.7718991,264.4702318,2393.1408,1254.707901,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
-2152991531,579.3806091,360.3114163,NA,811.5237648,1557.165032,387.2526278,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1
521218518.9,311.2905872,320.2221863,1589.482785,1089.481129,1332.849772,668.1449768,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0
-291429236.4,371.3329779,1748.8261,-838.1845903,288.1492444,130.9657837,NA,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1
12671763970,-520.810118,943.9725645,1016.164595,368.5560219,1239.803938,812.3558302,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1
10054564067,369.6413521,169.2630041,1206.154997,1298.54567,789.232971,818.7723765,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1
6724607326,278.8144779,877.4238208,451.4400842,421.5857419,2407.749316,1173.54402,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,0
13093496008,747.8542018,1488.546408,625.0925593,1444.141987,1419.474974,838.4219319,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
7856305681,-96.33372838,213.2032287,431.6507961,NA,389.7820436,968.9181623,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
-3228910315,524.5338259,1128.586908,-185.9152976,1405.231721,1565.684715,91.97907667,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
11581101900,526.0743373,974.5935232,774.39035,891.0573491,733.1851517,431.3570604,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1
11838243355,1643.648866,1344.858159,198.1554681,1720.756089,1127.104457,796.4408298,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0
7800471363,245.9500938,77.10920032,121.0783096,1137.70304,1126.761547,1854.224377,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,NA
2159351047,922.2379997,1923.521893,934.4690366,1197.234594,45.03485806,-3.785653908,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0
21493570481,1663.780918,241.3331861,-497.2588807,667.168904,170.6428195,1338.68266,1,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0
